2013-08-18,280
2013-08-19,311
2013-08-20,352
2013-08-21,320
2013-08-22,398
2013-08-23,329
2013-08-24,352
2013-08-25,317
2013-08-26,286
2013-08-27,348
2013-08-28,331
2013-08-29,359
2013-08-30,350
2013-08-31,326
2013-09-01,327
2013-09-02,319
2013-09-03,298
2013-09-04,314
2013-09-05,438
2013-09-06,377
2013-09-07,464
2013-09-08,365
2013-09-09,360
2013-09-10,356
2013-09-11,386
2013-09-12,371
2013-09-13,458
2013-09-14,464
2013-09-15,355
2013-09-16,365
2013-09-17,364
2013-09-18,431
2013-09-19,392
2013-09-20,473
2013-09-21,460
2013-09-22,338
2013-09-23,268
2013-09-24,322
2013-09-25,298
2013-09-26,381
2013-09-27,385
2013-09-28,362
2013-09-29,349
2013-09-30,283
2013-10-01,295
2013-10-02,329
2013-10-03,428
2013-10-04,411
2013-10-05,378
2013-10-06,349
2013-10-07,270
2013-10-08,306
2013-10-09,345
2013-10-10,341
2013-10-11,409
2013-10-12,440
2013-10-13,365
2013-10-14,282
2013-10-15,319
2013-10-16,358
2013-10-17,344
2013-10-18,376
2013-10-19,391
2013-10-20,356
2013-10-21,308
2013-10-22,362
2013-10-23,328
2013-10-24,363
2013-10-25,312
2013-10-26,392
2013-10-27,331
2013-10-28,294
2013-10-29,310
2013-10-30,294
2013-10-31,326
2013-11-01,392
2013-11-02,379
2013-11-03,346
2013-11-04,323
2013-11-05,297
2013-11-06,383
2013-11-07,376
2013-11-08,383
2013-11-09,404
2013-11-10,317
2013-11-11,320
2013-11-12,296
2013-11-13,338
2013-11-14,378
2013-11-15,398
2013-11-16,395
2013-11-17,303
2013-11-18,289
2013-11-19,288
2013-11-20,374
2013-11-21,315
2013-11-22,412
2013-11-23,357
2013-11-24,406
2013-11-25,330
2013-11-26,288
2013-11-27,266
2013-11-28,231
2013-11-29,297
2013-11-30,362
2013-12-01,290
2013-12-02,323
2013-12-03,334
2013-12-04,290
2013-12-05,334
2013-12-06,346
2013-12-07,392
2013-12-08,461
2013-12-09,309
2013-12-10,345
2013-12-11,290
2013-12-12,345
2013-12-13,371
2013-12-14,384
2013-12-15,314
2013-12-16,316
2013-12-17,309
2013-12-18,288
2013-12-19,289
2013-12-20,292
2013-12-21,287
2013-12-22,273
2013-12-23,291
2013-12-24,262
2013-12-25,191
2013-12-26,284
2013-12-27,307
2013-12-28,302
2013-12-29,322
2013-12-30,290
2013-12-31,378
